0,0,0,0,0,0,16,20,20,107,135,138,185,242,261,277,312,312,357,468,508,582,583,600,639,644,661,688,722,747,772,773,790,791,851,853,880,920,965,975,978,1014,1016,1016,1057,1038,1154,1201,1229,1300,1350,1444,1496,1495,1521,1616,1633,1634,1675,1734,1741,1761,1766,1777,1818,1863,1878,1893,1914,1921,1939,1968,1969,1972,1991,2026,2023,2049,2072,2093,2129,2129,2156,2184,2181,2220,2229,2241,2283,2321,2343,2348,2375,2377,2393,2395,2415,2417,2542,2549,2570,2588,2588,2591,2612,2656,2670,2686,2712,2797,2840,2875,2913,2940,2945,2956,2983,2984,3010,3029,3133,3171,3198,3207,3214,3232,3234,3262,3291,3300,3317,3338,3340,3365,3394,3416,3422,3441,3473,3514,3515,3518,3539,3552,3631
25.5084228515625,19.6710205078125,19.072265625,25.8563232421875,18.7261962890625,22.7874755859375,24.4482421875,22.540283203125,24.4171142578125,22.5238037109375,23.111572265625,20.6634521484375,26.15478515625,22.9302978515625,22.5494384765625,23.0914306640625,23.40087890625,23.40087890625,23.3203125,23.4979248046875,21.3812255859375,23.173828125,21.6558837890625,23.3587646484375,22.562255859375,22.415771484375,20.7440185546875,22.87353515625,22.1337890625,22.833251953125,23.7652587890625,23.19580078125,23.880615234375,20.92529296875,24.90966796875,23.1793212890625,22.412109375,20.2496337890625,20.7989501953125,20.072021484375,21.5826416015625,22.027587890625,20.888671875,18.42041015625,20.247802734375,21.328125,19.727783203125,21.8829345703125,22.525634765625,19.9713134765625,22.65380859375,23.4942626953125,21.6522216796875,20.5499267578125,21.1358642578125,24.4573974609375,25.2484130859375,20.5828857421875,22.9156494140625,23.48876953125,23.0255126953125,23.2049560546875,22.5164794921875,21.9635009765625,21.5606689453125,20.4620361328125,21.1834716796875,21.73095703125,21.2640380859375,20.101318359375,20.9051513671875,21.119384765625,20.203857421875,19.9072265625,21.7510986328125,23.748779296875,19.0740966796875,23.2122802734375,20.55908203125,23.54736328125,20.947265625,23.624267578125,22.965087890625,23.90625,21.18896484375,20.2203369140625,22.6373291015625,19.3505859375,19.775390625,23.9410400390625,22.6007080078125,23.5931396484375,24.0618896484375,23.69384765625,22.6702880859375,24.2724609375,23.9959716796875,21.4031982421875,22.1649169921875,22.635498046875,22.5054931640625,22.44873046875,20.775146484375,22.298583984375,21.881103515625,18.8177490234375,20.7550048828125,27.0355224609375,19.9420166015625,21.6485595703125,21.0955810546875,21.1175537109375,21.4306640625,21.4306640625,20.302734375,25.2557373046875,24.407958984375,19.8944091796875,23.800048828125,23.9703369140625,24.1461181640625,22.5933837890625,23.1427001953125,20.11962890625,23.2232666015625,22.5439453125,21.097412109375,23.6810302734375,24.0362548828125,25.1806640625,23.4539794921875,23.463134765625,23.0694580078125,21.0589599609375,23.0767822265625,21.03515625,20.892333984375,21.888427734375,21.62109375,24.385986328125,21.9635009765625,22.862548828125,24.876708984375,21.23291015625,22.50732421875
2,2,2,2,2,1,2,0,2,2,2,1,2,2,0,2,1,1,2,0,1,2,0,2,1,2,0,2,1,2,2,1,2,0,2,1,2,0,0,2,1,2,1,0,0,2,0,2,0,0,1,1,1,0,1,1,2,0,1,0,1,2,0,2,2,1,2,2,2,0,2,2,0,1,2,2,0,2,1,2,1,2,2,2,1,1,2,2,0,2,1,2,2,1,0,2,1,0,2,1,2,1,0,2,2,0,1,2,0,1,1,1,1,2,0,2,2,0,2,1,1,2,1,0,2,2,0,2,2,0,2,2,0,2,2,0,2,2,1,2,0,2,2,1,1
